menu_id,image_id,page_number,height,width,,,,,,,,,,,,,,,,,
13072,475927,1,3288,2110,,,,,,,,,,,,,,,,,
13073,4000008349,2,3081,1989,,,,,,,,,,,,,,,,,
13073,475928,1,3073,1958,,,,,,,,,,,,,,,,,
13074,4000008350,2,3297,2209,,,,,,,,,,,,,,,,,
13074,475929,1,3301,2232,,,,,,,,,,,,,,,,,
13075,4000008351,2,2919,2162,,,,,,,,,,,,,,,,,
13075,475930,1,2889,2196,,,,,,,,,,,,,,,,,
13076,4000008352,2,2754,1788,,,,,,,,,,,,,,,,,
13076,4000008353,3,2694,1770,,,,,,,,,,,,,,,,,
13076,4000008354,4,2707,1796,,,,,,,,,,,,,,,,,
13076,4000008355,5,2729,1782,,,,,,,,,,,,,,,,,
13076,4000008356,6,2704,1771,,,,,,,,,,,,,,,,,
13076,4000008357,7,2683,1796,,,,,,,,,,,,,,,,,
13076,4000008358,8,2708,2307,,,,,,,,,,,,,,,,,
13076,475931,1,2738,2162,,,,,,,,,,,,,,,,,
13077,4000008359,2,2906,1917,,,,,,,,,,,,,,,,,
13077,475932,1,2932,1908,,,,,,,,,,,,,,,,,
13078,4000008360,2,3104,2067,,,,,,,,,,,,,,,,,
13078,475933,1,3113,2019,,,,,,,,,,,,,,,,,
13079,4000008361,2,3164,1785,,,,,,,,,,,,,,,,,
13079,475934,1,3138,1788,,,,,,,,,,,,,,,,,
13080,4000008363,2,1863,2753,,,,,,,,,,,,,,,,,
13080,475936,1,2831,1909,,,,,,,,,,,,,,,,,
13081,4000008365,2,2073,1462,,,,,,,,,,,,,,,,,
13081,475938,1,2096,1467,,,,,,,,,,,,,,,,,
13082,4000008367,2,2962,1693,,,,,,,,,,,,,,,,,
13082,475940,1,2962,1676,,,,,,,,,,,,,,,,,
13083,4000008369,2,1893,2806,,,,,,,,,,,,,,,,,
13083,475942,1,2755,1891,,,,,,,,,,,,,,,,,
13084,4000008371,2,2515,1947,,,,,,,,,,,,,,,,,
13084,4000008372,3,2484,1896,,,,,,,,,,,,,,,,,
13084,4000008373,4,2677,1992,,,,,,,,,,,,,,,,,
13084,466391,1,2574,1866,,,,,,,,,,,,,,,,,
13085,4000008379,2,3335,2271,,,,,,,,,,,,,,,,,
13085,466397,1,3353,2254,,,,,,,,,,,,,,,,,
13086,4000008380,2,3364,2216,,,,,,,,,,,,,,,,,
13086,466398,1,3342,2261,,,,,,,,,,,,,,,,,
13087,4000008381,2,3347,2175,,,,,,,,,,,,,,,,,
13087,466399,1,3357,2145,,,,,,,,,,,,,,,,,
13088,4000008382,2,3168,2085,,,,,,,,,,,,,,,,,
13088,4000008383,3,3147,2114,,,,,,,,,,,,,,,,,
13088,4000008384,4,3121,2248,,,,,,,,,,,,,,,,,
13088,466400,1,3162,2260,,,,,,,,,,,,,,,,,
13089,4000009570,2,2893,1988,,,,,,,,,,,,,,,,,
13089,467153,1,2879,1980,,,,,,,,,,,,,,,,,
13090,4000009572,2,3288,2493,,,,,,,,,,,,,,,,,
13090,467155,1,3273,2486,,,,,,,,,,,,,,,,,
13091,4000009573,2,3264,2458,,,,,,,,,,,,,,,,,
13091,467156,1,3286,2497,,,,,,,,,,,,,,,,,
13092,4000009575,2,1916,2785,,,,,,,,,,,,,,,,,
13092,467158,1,2834,1994,,,,,,,,,,,,,,,,,
13093,4000009578,2,2700,1912,,,,,,,,,,,,,,,,,
13093,4000009579,3,2751,1972,,,,,,,,,,,,,,,,,
13093,4000009580,4,2730,1899,,,,,,,,,,,,,,,,,
13093,467161,1,2742,1891,,,,,,,,,,,,,,,,,
13095,4000009594,2,3061,2252,,,,,,,,,,,,,,,,,
13095,467168,1,3039,2174,,,,,,,,,,,,,,,,,
13096,4000009594,2,3061,2252,,,,,,,,,,,,,,,,,
13096,467168,1,3039,2174,,,,,,,,,,,,,,,,,
13097,4000009596,2,2709,1989,,,,,,,,,,,,,,,,,
13097,467171,1,2738,2059,,,,,,,,,,,,,,,,,
13098,4000009597,2,2734,2015,,,,,,,,,,,,,,,,,
13098,467172,1,2727,1985,,,,,,,,,,,,,,,,,
13099,4000009600,2,3557,2418,,,,,,,,,,,,,,,,,
13099,467175,1,3573,2437,,,,,,,,,,,,,,,,,
13100,4000009607,2,2690,1404,,,,,,,,,,,,,,,,,
13100,4000009608,3,2725,1413,,,,,,,,,,,,,,,,,
13100,4000009609,4,2693,1512,,,,,,,,,,,,,,,,,
13100,467177,1,2708,1556,,,,,,,,,,,,,,,,,
13101,4000008558,2,1858,2743,,,,,,,,,,,,,,,,,
13101,466537,1,2746,1852,,,,,,,,,,,,,,,,,
13102,4000008559,2,1856,2747,,,,,,,,,,,,,,,,,
13102,466538,1,2729,1839,,,,,,,,,,,,,,,,,
13103,4000008560,2,1824,2738,,,,,,,,,,,,,,,,,
13103,466539,1,2734,1852,,,,,,,,,,,,,,,,,
13104,4000008560,2,1824,2738,,,,,,,,,,,,,,,,,
13104,466539,1,2734,1852,,,,,,,,,,,,,,,,,
13105,4000008562,2,2867,1405,,,,,,,,,,,,,,,,,
13105,466541,1,2887,1418,,,,,,,,,,,,,,,,,
13106,4000008564,2,2871,2166,,,,,,,,,,,,,,,,,
13106,4000008565,3,2889,2211,,,,,,,,,,,,,,,,,
13106,4000008566,4,2845,2282,,,,,,,,,,,,,,,,,
13106,466543,1,2887,2291,,,,,,,,,,,,,,,,,
13107,4000008567,2,4614,2382,,,,,,,,,,,,,,,,,
13107,466544,1,4579,2371,,,,,,,,,,,,,,,,,
13108,4000008568,2,3877,2445,,,,,,,,,,,,,,,,,
13108,466545,1,3910,2467,,,,,,,,,,,,,,,,,
13110,4000008572,2,3283,2161,,,,,,,,,,,,,,,,,
13110,466547,1,3306,2165,,,,,,,,,,,,,,,,,
13111,4000008575,2,2479,1332,,,,,,,,,,,,,,,,,
13111,466550,1,2522,1310,,,,,,,,,,,,,,,,,
13112,4000008576,2,3505,2283,,,,,,,,,,,,,,,,,
13112,466551,1,3480,2267,,,,,,,,,,,,,,,,,
13113,4000008577,2,3476,2245,,,,,,,,,,,,,,,,,
13113,466552,1,3491,2282,,,,,,,,,,,,,,,,,
13114,4000008578,2,2883,2101,,,,,,,,,,,,,,,,,
13114,466553,1,2908,2089,,,,,,,,,,,,,,,,,
13115,4000008579,2,3514,2271,,,,,,,,,,,,,,,,,
13115,466554,1,3486,2295,,,,,,,,,,,,,,,,,
13116,4000008580,2,3495,2334,,,,,,,,,,,,,,,,,
13116,466555,1,3499,2290,,,,,,,,,,,,,,,,,
13117,4000008581,2,4623,3443,,,,,,,,,,,,,,,,,
13117,466556,1,4610,3465,,,,,,,,,,,,,,,,,
13118,4000008801,2,2977,1915,,,,,,,,,,,,,,,,,
13118,466710,1,2962,1942,,,,,,,,,,,,,,,,,
13119,4000008805,2,3509,2295,,,,,,,,,,,,,,,,,
13119,466714,1,3515,2312,,,,,,,,,,,,,,,,,
13120,4000008806,2,3876,2472,,,,,,,,,,,,,,,,,
13120,466715,1,3911,2480,,,,,,,,,,,,,,,,,
13121,4000008807,2,4641,3047,,,,,,,,,,,,,,,,,
13121,466716,1,4597,2999,,,,,,,,,,,,,,,,,
13122,4000008808,2,4598,2960,,,,,,,,,,,,,,,,,
13122,466717,1,4612,2958,,,,,,,,,,,,,,,,,
13123,4000008139,2,1801,2695,,,,,,,,,,,,,,,,,
13123,475792,1,2751,1839,,,,,,,,,,,,,,,,,
13124,4000008139,2,1801,2695,,,,,,,,,,,,,,,,,
13124,475792,1,2751,1839,,,,,,,,,,,,,,,,,
13125,4000008144,2,3370,2114,,,,,,,,,,,,,,,,,
13125,475800,1,3382,2124,,,,,,,,,,,,,,,,,
13126,4000008145,2,2605,1693,,,,,,,,,,,,,,,,,
13126,475801,1,2621,1692,,,,,,,,,,,,,,,,,
13127,4000008148,2,3003,1904,,,,,,,,,,,,,,,,,
13127,475804,1,2987,1925,,,,,,,,,,,,,,,,,
13128,4000008150,2,1833,2716,,,,,,,,,,,,,,,,,
13128,475806,1,2732,1835,,,,,,,,,,,,,,,,,
13129,4000009090,2,1838,2747,,,,,,,,,,,,,,,,,
13129,466888,1,2758,1887,,,,,,,,,,,,,,,,,
13130,4000009093,2,2721,1903,,,,,,,,,,,,,,,,,
13130,466891,1,2695,1908,,,,,,,,,,,,,,,,,
13131,4000009094,2,2926,2325,,,,,,,,,,,,,,,,,
13131,466892,1,2329,2931,,,,,,,,,,,,,,,,,
13134,4000009108,2,2866,1842,,,,,,,,,,,,,,,,,
13134,466902,1,2880,1908,,,,,,,,,,,,,,,,,
13136,4000009121,2,2732,1852,,,,,,,,,,,,,,,,,
13136,466905,1,2719,1846,,,,,,,,,,,,,,,,,
13138,4000009129,2,3688,3168,,,,,,,,,,,,,,,,,
13138,466909,1,3819,3113,,,,,,,,,,,,,,,,,
13141,4000009622,2,4483,1791,,,,,,,,,,,,,,,,,
13141,4000009623,3,4469,1777,,,,,,,,,,,,,,,,,
13141,4000009624,4,4524,1962,,,,,,,,,,,,,,,,,
13141,467184,1,4502,1972,,,,,,,,,,,,,,,,,
13142,4000009625,2,2865,2205,,,,,,,,,,,,,,,,,
13142,467185,1,2863,2226,,,,,,,,,,,,,,,,,
13144,4000009627,2,2789,2066,,,,,,,,,,,,,,,,,
13144,467187,1,2796,2115,,,,,,,,,,,,,,,,,
13146,4000009629,2,3034,1959,,,,,,,,,,,,,,,,,
13146,467189,1,3046,1961,,,,,,,,,,,,,,,,,
13148,4000009631,2,3508,2196,,,,,,,,,,,,,,,,,
13148,467191,1,3518,2193,,,,,,,,,,,,,,,,,
13149,4000009632,2,3532,2167,,,,,,,,,,,,,,,,,
13149,467192,1,3513,2181,,,,,,,,,,,,,,,,,
13150,4000009633,2,2896,2020,,,,,,,,,,,,,,,,,
13150,4000009634,3,2889,2011,,,,,,,,,,,,,,,,,
13150,4000009635,4,2896,2115,,,,,,,,,,,,,,,,,
13150,467193,1,2887,2089,,,,,,,,,,,,,,,,,
13152,4000009637,2,2825,2847,,,,,,,,,,,,,,,,,
13152,467195,1,2860,2859,,,,,,,,,,,,,,,,,
13154,4000009651,2,4162,2497,,,,,,,,,,,,,,,,,
13154,467203,1,4116,2524,,,,,,,,,,,,,,,,,
13155,4000008582,2,3773,2479,,,,,,,,,,,,,,,,,
13155,466557,1,3789,2489,,,,,,,,,,,,,,,,,
13156,4000008583,2,4102,1667,,,,,,,,,,,,,,,,,
13156,466558,1,4131,1603,,,,,,,,,,,,,,,,,
13157,4000008584,2,2596,1740,,,,,,,,,,,,,,,,,
13157,466559,1,2609,1752,,,,,,,,,,,,,,,,,
13159,4000008588,2,3210,2530,,,,,,,,,,,,,,,,,
13159,466561,1,3161,2510,,,,,,,,,,,,,,,,,
13162,4000008602,2,5254,1831,,,,,,,,,,,,,,,,,
13162,4000008603,3,5193,1795,,,,,,,,,,,,,,,,,
13162,4000008604,4,5211,1801,,,,,,,,,,,,,,,,,
13162,4000008605,5,5187,1783,,,,,,,,,,,,,,,,,
13162,4000008606,6,5246,1836,,,,,,,,,,,,,,,,,
13162,4000008607,7,5260,1813,,,,,,,,,,,,,,,,,
13162,4000008608,8,5193,1849,,,,,,,,,,,,,,,,,
13162,4000008609,9,5217,1801,,,,,,,,,,,,,,,,,
13162,4000008610,10,5193,1813,,,,,,,,,,,,,,,,,
13162,4000008611,11,5214,1773,,,,,,,,,,,,,,,,,
13162,4000008612,12,5211,1897,,,,,,,,,,,,,,,,,
13162,466571,1,5223,1819,,,,,,,,,,,,,,,,,
13163,4000008621,2,3850,2680,,,,,,,,,,,,,,,,,
13163,466576,1,3817,2703,,,,,,,,,,,,,,,,,
13166,4000008810,2,3689,2483,,,,,,,,,,,,,,,,,
13166,466719,1,3714,2487,,,,,,,,,,,,,,,,,
13167,4000008829,2,2982,1834,,,,,,,,,,,,,,,,,
13167,4000008830,3,3029,1873,,,,,,,,,,,,,,,,,
13167,4000008831,4,3048,1974,,,,,,,,,,,,,,,,,
13167,466720,1,3031,1974,,,,,,,,,,,,,,,,,
13169,4000008833,2,3101,2634,,,,,,,,,,,,,,,,,
13169,466722,1,3145,2596,,,,,,,,,,,,,,,,,
13170,4000008837,2,3051,1925,,,,,,,,,,,,,,,,,
13170,466724,1,3012,1908,,,,,,,,,,,,,,,,,
13171,4000008838,2,3728,1945,,,,,,,,,,,,,,,,,
13171,466725,1,3738,1929,,,,,,,,,,,,,,,,,
13172,4000008839,2,3727,1955,,,,,,,,,,,,,,,,,
13172,466726,1,3725,1937,,,,,,,,,,,,,,,,,
13174,4000008871,2,3309,2648,,,,,,,,,,,,,,,,,
13174,466734,1,3325,2565,,,,,,,,,,,,,,,,,
13175,4000008873,2,5058,3093,,,,,,,,,,,,,,,,,
13175,466736,1,4986,2966,,,,,,,,,,,,,,,,,
13181,4000009135,2,3070,2376,,,,,,,,,,,,,,,,,
13181,4000009136,3,3100,2411,,,,,,,,,,,,,,,,,
13181,4000009137,4,3087,2476,,,,,,,,,,,,,,,,,
13181,466913,1,3114,2473,,,,,,,,,,,,,,,,,
13182,4000009145,2,2970,2104,,,,,,,,,,,,,,,,,
13182,466917,1,2948,2127,,,,,,,,,,,,,,,,,
13183,4000009145,2,2970,2104,,,,,,,,,,,,,,,,,
13183,466917,1,2948,2127,,,,,,,,,,,,,,,,,
13184,4000009153,2,3102,2516,,,,,,,,,,,,,,,,,
13184,466919,1,3066,2543,,,,,,,,,,,,,,,,,
13185,4000009157,2,2855,1986,,,,,,,,,,,,,,,,,
13185,4000009158,3,2882,1970,,,,,,,,,,,,,,,,,
13185,4000009159,4,2875,2052,,,,,,,,,,,,,,,,,
13185,4000009160,5,2866,1930,,,,,,,,,,,,,,,,,
13185,4000009161,6,2844,1988,,,,,,,,,,,,,,,,,
13185,4000009162,7,2878,1981,,,,,,,,,,,,,,,,,
13185,4000009163,8,2953,2252,,,,,,,,,,,,,,,,,
13185,466921,1,2962,2209,,,,,,,,,,,,,,,,,
13186,4000009164,2,2901,2257,,,,,,,,,,,,,,,,,
13186,466922,1,2880,2255,,,,,,,,,,,,,,,,,
13187,4000009165,2,2909,2438,,,,,,,,,,,,,,,,,
13187,466923,1,2879,2351,,,,,,,,,,,,,,,,,
13188,4000009166,2,2718,2273,,,,,,,,,,,,,,,,,
13188,466924,1,2720,2263,,,,,,,,,,,,,,,,,
13189,4000009168,2,3093,2036,,,,,,,,,,,,,,,,,
13189,466926,1,3126,2064,,,,,,,,,,,,,,,,,
13190,4000013474,2,3040,2140,,,,,,,,,,,,,,,,,
13190,471256,1,3022,2161,,,,,,,,,,,,,,,,,
13191,4000013475,2,2910,1917,,,,,,,,,,,,,,,,,
13191,471257,1,2873,1891,,,,,,,,,,,,,,,,,
13192,4000009998,2,3868,2562,,,,,,,,,,,,,,,,,
13192,4000009999,3,3895,2584,,,,,,,,,,,,,,,,,
13192,4000010000,4,3884,2684,,,,,,,,,,,,,,,,,
13192,468281,1,3879,2673,,,,,,,,,,,,,,,,,
13193,4000010007,2,3501,2308,,,,,,,,,,,,,,,,,
13193,468286,1,3512,2290,,,,,,,,,,,,,,,,,
13194,4000010011,2,3359,2074,,,,,,,,,,,,,,,,,
13194,468288,1,3386,2098,,,,,,,,,,,,,,,,,
13195,4000013644,2,3555,2231,,,,,,,,,,,,,,,,,
13195,471402,1,3611,2252,,,,,,,,,,,,,,,,,
13196,4000013645,2,2938,1695,,,,,,,,,,,,,,,,,
13196,471407,1,2904,1701,,,,,,,,,,,,,,,,,
13197,4000010315,2,3296,1971,,,,,,,,,,,,,,,,,
13197,468471,1,3335,1950,,,,,,,,,,,,,,,,,
13198,4000010317,2,3733,2374,,,,,,,,,,,,,,,,,
13198,4000010318,3,3743,2398,,,,,,,,,,,,,,,,,
13198,4000010319,4,3771,2522,,,,,,,,,,,,,,,,,
13198,468473,1,3740,2509,,,,,,,,,,,,,,,,,
13199,4000010320,2,2965,1940,,,,,,,,,,,,,,,,,
13199,468474,1,2920,1909,,,,,,,,,,,,,,,,,
13200,4000010321,2,3171,2362,,,,,,,,,,,,,,,,,
13200,468475,1,3166,2326,,,,,,,,,,,,,,,,,
13201,4000010322,2,3054,2270,,,,,,,,,,,,,,,,,
13201,4000010323,3,3021,2269,,,,,,,,,,,,,,,,,
13201,4000010324,4,3047,2364,,,,,,,,,,,,,,,,,
13201,468476,1,3055,2374,,,,,,,,,,,,,,,,,
13202,4000010326,2,2921,1863,,,,,,,,,,,,,,,,,
13202,468478,1,2936,1860,,,,,,,,,,,,,,,,,
13203,4000010327,2,4660,2824,,,,,,,,,,,,,,,,,
13203,4000010328,3,4603,2787,,,,,,,,,,,,,,,,,
13203,4000010329,4,4612,2962,,,,,,,,,,,,,,,,,
13203,468479,1,4649,3003,,,,,,,,,,,,,,,,,
13205,4000010343,2,3760,2310,,,,,,,,,,,,,,,,,
13205,468487,1,3740,2313,,,,,,,,,,,,,,,,,
13206,4000010345,2,1446,2005,,,,,,,,,,,,,,,,,
13206,468489,1,2020,1456,,,,,,,,,,,,,,,,,
13207,4000010350,2,3117,1732,,,,,,,,,,,,,,,,,
13207,468496,1,3149,1738,,,,,,,,,,,,,,,,,
13208,4000010356,2,4082,2098,,,,,,,,,,,,,,,,,
13208,468500,1,4132,2110,,,,,,,,,,,,,,,,,
13209,4000010360,2,2892,2179,,,,,,,,,,,,,,,,,
13209,4000010361,3,2888,2162,,,,,,,,,,,,,,,,,
13209,4000010362,4,2906,2280,,,,,,,,,,,,,,,,,
13209,468504,1,2926,2286,,,,,,,,,,,,,,,,,
13211,4000013919,2,3541,2339,,,,,,,,,,,,,,,,,
13211,471608,1,3535,2343,,,,,,,,,,,,,,,,,
13212,4000013926,2,2901,1921,,,,,,,,,,,,,,,,,
13212,4000013927,3,2876,1942,,,,,,,,,,,,,,,,,
13212,4000013928,4,2897,2045,,,,,,,,,,,,,,,,,
13212,471613,1,2931,2076,,,,,,,,,,,,,,,,,
13213,4000013929,2,2944,2373,,,,,,,,,,,,,,,,,
13213,471614,1,2940,2403,,,,,,,,,,,,,,,,,
13214,4000013938,2,2208,2876,,,,,,,,,,,,,,,,,
13214,4000013939,3,2218,2840,,,,,,,,,,,,,,,,,
13214,4000013940,4,2909,2340,,,,,,,,,,,,,,,,,
13214,471621,1,2897,2299,,,,,,,,,,,,,,,,,
13215,4000013941,2,3564,2145,,,,,,,,,,,,,,,,,
13215,4000013942,3,3573,2136,,,,,,,,,,,,,,,,,
13215,4000013943,4,3558,2241,,,,,,,,,,,,,,,,,
13215,471622,1,3587,2249,,,,,,,,,,,,,,,,,
13216,4000013947,2,3116,1977,,,,,,,,,,,,,,,,,
13216,4000013948,3,3096,2049,,,,,,,,,,,,,,,,,
13216,4000013949,4,3100,2127,,,,,,,,,,,,,,,,,
13216,471626,1,3112,2127,,,,,,,,,,,,,,,,,
13217,4000013956,2,2928,1826,,,,,,,,,,,,,,,,,
13217,4000013957,3,2927,1807,,,,,,,,,,,,,,,,,
13217,4000013958,4,2932,1887,,,,,,,,,,,,,,,,,
13217,471631,1,2927,1899,,,,,,,,,,,,,,,,,
13218,4000013959,2,2427,1619,,,,,,,,,,,,,,,,,
13218,471632,1,2399,1615,,,,,,,,,,,,,,,,,
13219,4000014188,2,4065,2340,,,,,,,,,,,,,,,,,
13219,471778,1,4062,2333,,,,,,,,,,,,,,,,,
13220,4000014196,2,3398,2437,,,,,,,,,,,,,,,,,
13220,471786,1,2955,2325,,,,,,,,,,,,,,,,,
13221,4000014197,2,2928,2334,,,,,,,,,,,,,,,,,
13221,471787,1,2957,2317,,,,,,,,,,,,,,,,,
13222,4000014198,2,2955,2331,,,,,,,,,,,,,,,,,
13222,469119,1,2945,2321,,,,,,,,,,,,,,,,,
13223,4000010037,2,3163,2214,,,,,,,,,,,,,,,,,
13223,468304,1,3126,2204,,,,,,,,,,,,,,,,,
13224,4000010038,2,2829,1999,,,,,,,,,,,,,,,,,
13224,468305,1,2835,1996,,,,,,,,,,,,,,,,,
13225,4000010039,2,2926,1847,,,,,,,,,,,,,,,,,
13225,468306,1,2901,1847,,,,,,,,,,,,,,,,,
13226,4000010040,2,2912,2321,,,,,,,,,,,,,,,,,
13226,468307,1,2893,2323,,,,,,,,,,,,,,,,,
13227,4000010041,2,3314,2303,,,,,,,,,,,,,,,,,
13227,468308,1,3325,2290,,,,,,,,,,,,,,,,,
13228,4000010042,2,3897,2345,,,,,,,,,,,,,,,,,
13228,468309,1,3893,2339,,,,,,,,,,,,,,,,,
13229,4000010043,2,3851,2358,,,,,,,,,,,,,,,,,
13229,468310,1,3856,2369,,,,,,,,,,,,,,,,,
13230,4000010044,2,3324,2342,,,,,,,,,,,,,,,,,
13230,468311,1,3318,2322,,,,,,,,,,,,,,,,,
13231,4000010049,2,2945,2080,,,,,,,,,,,,,,,,,
13231,468314,1,2966,2067,,,,,,,,,,,,,,,,,
13232,4000010049,2,2945,2080,,,,,,,,,,,,,,,,,
13232,468314,1,2966,2067,,,,,,,,,,,,,,,,,
13233,4000010051,2,4274,2329,,,,,,,,,,,,,,,,,
13233,4000010052,3,4261,2381,,,,,,,,,,,,,,,,,
13233,4000010053,4,4276,2518,,,,,,,,,,,,,,,,,
13233,468316,1,4256,2475,,,,,,,,,,,,,,,,,
13234,4000010054,2,2223,1613,,,,,,,,,,,,,,,,,
13234,468319,1,2248,1611,,,,,,,,,,,,,,,,,
13236,4000011056,2,2549,1727,,,,,,,,,,,,,,,,,
13236,469014,1,2551,1731,,,,,,,,,,,,,,,,,
13238,4000011075,2,3069,1715,,,,,,,,,,,,,,,,,
13238,469019,1,3065,1715,,,,,,,,,,,,,,,,,
13239,4000011077,2,4032,4310,,,,,,,,,,,,,,,,,
13239,469021,1,4007,4276,,,,,,,,,,,,,,,,,
13241,4000011082,2,3077,2221,,,,,,,,,,,,,,,,,
13241,469024,1,3115,2255,,,,,,,,,,,,,,,,,
13242,4000011085,2,3938,2216,,,,,,,,,,,,,,,,,
13242,469027,1,3931,2225,,,,,,,,,,,,,,,,,
13246,4000010366,2,3518,2090,,,,,,,,,,,,,,,,,
13246,468508,1,3533,2114,,,,,,,,,,,,,,,,,
13247,4000010367,2,2712,1977,,,,,,,,,,,,,,,,,
13247,4000010368,3,2717,1989,,,,,,,,,,,,,,,,,
13247,4000010369,4,2726,2114,,,,,,,,,,,,,,,,,
13247,468509,1,2725,2102,,,,,,,,,,,,,,,,,
13248,4000010370,2,3321,2113,,,,,,,,,,,,,,,,,
13248,468510,1,3339,2097,,,,,,,,,,,,,,,,,
13249,4000010371,2,2923,2117,,,,,,,,,,,,,,,,,
13249,468511,1,2910,2118,,,,,,,,,,,,,,,,,
13250,4000010372,2,2639,1868,,,,,,,,,,,,,,,,,
13250,4000010373,3,2613,1874,,,,,,,,,,,,,,,,,
13250,4000010374,4,2633,2012,,,,,,,,,,,,,,,,,
13250,468512,1,2616,1972,,,,,,,,,,,,,,,,,
13251,4000010375,2,2897,2209,,,,,,,,,,,,,,,,,
13251,4000010376,3,2879,2183,,,,,,,,,,,,,,,,,
13251,4000010377,4,2880,2291,,,,,,,,,,,,,,,,,
13251,468513,1,2906,2295,,,,,,,,,,,,,,,,,
13252,4000010378,2,2592,1810,,,,,,,,,,,,,,,,,
13252,4000010379,3,2578,1815,,,,,,,,,,,,,,,,,
13252,4000010380,4,2579,1936,,,,,,,,,,,,,,,,,
13252,468514,1,2562,1929,,,,,,,,,,,,,,,,,
13253,4000010381,2,2652,1454,,,,,,,,,,,,,,,,,
13253,468515,1,2643,1465,,,,,,,,,,,,,,,,,
13254,4000010382,2,2794,1934,,,,,,,,,,,,,,,,,
13254,468516,1,2779,1927,,,,,,,,,,,,,,,,,
13255,4000010383,2,3467,2221,,,,,,,,,,,,,,,,,
13255,468517,1,3469,2207,,,,,,,,,,,,,,,,,
13256,4000010384,2,3883,2328,,,,,,,,,,,,,,,,,
13256,468518,1,3886,2317,,,,,,,,,,,,,,,,,
13257,4000010389,2,3248,2204,,,,,,,,,,,,,,,,,
13257,468527,1,3266,2189,,,,,,,,,,,,,,,,,
13258,4000010390,2,3409,2236,,,,,,,,,,,,,,,,,
13258,468528,1,3402,2255,,,,,,,,,,,,,,,,,
13259,4000010391,2,3828,2289,,,,,,,,,,,,,,,,,
13259,468529,1,3866,2299,,,,,,,,,,,,,,,,,
13260,4000010393,2,3137,1899,,,,,,,,,,,,,,,,,
13260,468531,1,3143,1887,,,,,,,,,,,,,,,,,
13261,4000010394,2,3108,1894,,,,,,,,,,,,,,,,,
13261,468532,1,3117,1908,,,,,,,,,,,,,,,,,
13262,4000010397,2,3817,2290,,,,,,,,,,,,,,,,,
13262,468535,1,3843,2312,,,,,,,,,,,,,,,,,
13263,4000010398,2,3115,1887,,,,,,,,,,,,,,,,,
13263,468536,1,3145,1905,,,,,,,,,,,,,,,,,
13264,4000011265,2,3224,2286,,,,,,,,,,,,,,,,,
13264,476002,1,3216,2301,,,,,,,,,,,,,,,,,
13265,4000011270,2,2536,1251,,,,,,,,,,,,,,,,,
13265,476005,1,2561,1263,,,,,,,,,,,,,,,,,
13266,4000011278,2,3065,1998,,,,,,,,,,,,,,,,,
13266,476013,1,3094,1976,,,,,,,,,,,,,,,,,
13267,4000011279,2,3541,2355,,,,,,,,,,,,,,,,,
13267,4000011280,3,3518,2335,,,,,,,,,,,,,,,,,
13267,4000011281,4,3486,2308,,,,,,,,,,,,,,,,,
13267,476014,1,3508,2299,,,,,,,,,,,,,,,,,
13268,4000014762,2,3149,1950,,,,,,,,,,,,,,,,,
13268,469562,1,3176,1948,,,,,,,,,,,,,,,,,
13269,4000014764,2,2922,2304,,,,,,,,,,,,,,,,,
13269,469564,1,2923,2299,,,,,,,,,,,,,,,,,
13270,4000014766,2,2940,2179,,,,,,,,,,,,,,,,,
13270,469566,1,2886,2176,,,,,,,,,,,,,,,,,
13271,4000014767,2,3137,2449,,,,,,,,,,,,,,,,,
13271,469567,1,3110,2416,,,,,,,,,,,,,,,,,
13272,4000014769,2,3720,2484,,,,,,,,,,,,,,,,,
13272,4000014770,3,3685,2462,,,,,,,,,,,,,,,,,
13272,4000014771,4,3640,2459,,,,,,,,,,,,,,,,,
13272,4000014772,5,3662,2441,,,,,,,,,,,,,,,,,
13272,4000014773,6,3679,2484,,,,,,,,,,,,,,,,,
13272,4000014774,7,3713,2495,,,,,,,,,,,,,,,,,
13272,4000014775,8,3700,2692,,,,,,,,,,,,,,,,,
13272,469569,1,3719,2626,,,,,,,,,,,,,,,,,
13273,4000014783,2,3047,2218,,,,,,,,,,,,,,,,,
13273,469575,1,3071,2214,,,,,,,,,,,,,,,,,
13274,4000014791,2,2874,2101,,,,,,,,,,,,,,,,,
13274,469581,1,2904,2095,,,,,,,,,,,,,,,,,
13275,4000014221,2,2953,2325,,,,,,,,,,,,,,,,,
13275,469140,1,2935,2325,,,,,,,,,,,,,,,,,
13276,4000010770,2,2983,1909,,,,,,,,,,,,,,,,,
13276,468842,1,2983,1908,,,,,,,,,,,,,,,,,
13277,4000010771,2,3720,2111,,,,,,,,,,,,,,,,,
13277,468843,1,3736,2105,,,,,,,,,,,,,,,,,
13278,4000010772,2,2942,1731,,,,,,,,,,,,,,,,,
13278,468844,1,2927,1724,,,,,,,,,,,,,,,,,
13279,4000010773,2,4237,3010,,,,,,,,,,,,,,,,,
13279,468845,1,4182,2977,,,,,,,,,,,,,,,,,
13280,4000010783,2,2892,1949,,,,,,,,,,,,,,,,,
13280,4000010784,3,2874,1945,,,,,,,,,,,,,,,,,
13280,4000010785,4,2898,1974,,,,,,,,,,,,,,,,,
13280,468853,1,2885,1970,,,,,,,,,,,,,,,,,
13281,4000010787,2,3875,2127,,,,,,,,,,,,,,,,,
13281,468855,1,3851,2124,,,,,,,,,,,,,,,,,
