menu_id,image_id,page_number,height,width,,,,,,,,,,,,,,,,,
32745,4039563,2,3643,5606,,,,,,,,,,,,,,,,,
32745,4039564,3,4674,3674,,,,,,,,,,,,,,,,,
32746,4039565,1,4917,3070,,,,,,,,,,,,,,,,,
32746,4039566,2,4884,3024,,,,,,,,,,,,,,,,,
32746,4039567,3,4885,3070,,,,,,,,,,,,,,,,,
32746,4039568,4,4904,3070,,,,,,,,,,,,,,,,,
32747,4039569,1,4932,3169,,,,,,,,,,,,,,,,,
32747,4039570,2,4899,3141,,,,,,,,,,,,,,,,,
32748,4039571,1,2887,2090,,,,,,,,,,,,,,,,,
32748,4039572,2,2887,2090,,,,,,,,,,,,,,,,,
32748,4039573,3,2887,2090,,,,,,,,,,,,,,,,,
32749,4039574,1,4989,3143,,,,,,,,,,,,,,,,,
32749,4039575,2,4991,3121,,,,,,,,,,,,,,,,,
32749,4039576,3,4270,2698,,,,,,,,,,,,,,,,,
32750,4039577,1,4935,3143,,,,,,,,,,,,,,,,,
32751,4039578,1,5368,3858,,,,,,,,,,,,,,,,,
32751,4039579,2,5365,3864,,,,,,,,,,,,,,,,,
32752,4039580,1,4047,3641,,,,,,,,,,,,,,,,,
32752,4039581,2,4045,3632,,,,,,,,,,,,,,,,,
32752,4039582,3,4030,3614,,,,,,,,,,,,,,,,,
32752,4039583,4,4029,3621,,,,,,,,,,,,,,,,,
32752,4039584,5,4048,3595,,,,,,,,,,,,,,,,,
32752,4039585,6,4047,3594,,,,,,,,,,,,,,,,,
32753,4039586,1,3628,1907,,,,,,,,,,,,,,,,,
32753,4039587,2,3617,1900,,,,,,,,,,,,,,,,,
32753,4039588,3,3617,1902,,,,,,,,,,,,,,,,,
32753,4039589,4,3167,2043,,,,,,,,,,,,,,,,,
32754,4039590,1,5356,3874,,,,,,,,,,,,,,,,,
32754,4039591,2,5356,3874,,,,,,,,,,,,,,,,,
32755,4039592,1,5356,3874,,,,,,,,,,,,,,,,,
32755,4039593,2,5356,3874,,,,,,,,,,,,,,,,,
32756,4039594,1,5441,3508,,,,,,,,,,,,,,,,,
32756,4039595,2,4246,5405,,,,,,,,,,,,,,,,,
32756,4039596,3,5443,3502,,,,,,,,,,,,,,,,,
32757,4039597,1,5041,3217,,,,,,,,,,,,,,,,,
32757,4039598,2,5041,3217,,,,,,,,,,,,,,,,,
32757,4039599,3,5031,3217,,,,,,,,,,,,,,,,,
32757,4039600,4,5041,3217,,,,,,,,,,,,,,,,,
32757,4039601,5,4923,3163,,,,,,,,,,,,,,,,,
32757,4039602,6,4924,3165,,,,,,,,,,,,,,,,,
32758,4039603,1,4073,2820,,,,,,,,,,,,,,,,,
32759,4039604,1,4887,3044,,,,,,,,,,,,,,,,,
32759,4039605,2,4875,3044,,,,,,,,,,,,,,,,,
32759,4039606,3,4887,3044,,,,,,,,,,,,,,,,,
32759,4039607,4,4887,3103,,,,,,,,,,,,,,,,,
32760,4039608,1,4660,3630,,,,,,,,,,,,,,,,,
32760,4039609,2,3632,5608,,,,,,,,,,,,,,,,,
32760,4039610,3,4678,3641,,,,,,,,,,,,,,,,,
32761,4039611,1,4086,3161,,,,,,,,,,,,,,,,,
32761,4039612,2,4060,3169,,,,,,,,,,,,,,,,,
32761,4039613,3,4060,3169,,,,,,,,,,,,,,,,,
32761,4039614,4,4060,3186,,,,,,,,,,,,,,,,,
32762,4039615,1,4266,2713,,,,,,,,,,,,,,,,,
32763,4039616,1,5157,3196,,,,,,,,,,,,,,,,,
32763,4039617,2,5167,3196,,,,,,,,,,,,,,,,,
32764,4039618,1,4917,3196,,,,,,,,,,,,,,,,,
32764,4039619,2,4926,3196,,,,,,,,,,,,,,,,,
32765,4039620,1,3608,2253,,,,,,,,,,,,,,,,,
32766,4039621,1,4929,3169,,,,,,,,,,,,,,,,,
32767,4039622,1,2910,2146,,,,,,,,,,,,,,,,,
32767,4039623,2,2886,2146,,,,,,,,,,,,,,,,,
32767,4039624,3,2895,2140,,,,,,,,,,,,,,,,,
32767,4039625,4,2890,2135,,,,,,,,,,,,,,,,,
32768,4039626,1,5834,3150,,,,,,,,,,,,,,,,,
32769,4039627,1,4027,3615,,,,,,,,,,,,,,,,,
32769,4039628,2,4027,3615,,,,,,,,,,,,,,,,,
32770,4039629,1,4027,3601,,,,,,,,,,,,,,,,,
32770,4039630,2,4027,3615,,,,,,,,,,,,,,,,,
32771,4039631,1,4027,3588,,,,,,,,,,,,,,,,,
32771,4039632,2,4047,3601,,,,,,,,,,,,,,,,,
32772,4039633,1,4922,3176,,,,,,,,,,,,,,,,,
32772,4039634,2,4922,3176,,,,,,,,,,,,,,,,,
32772,4039635,3,4922,3176,,,,,,,,,,,,,,,,,
32772,4039636,4,4922,3172,,,,,,,,,,,,,,,,,
32773,4039637,1,4922,3162,,,,,,,,,,,,,,,,,
32773,4039638,2,4922,3176,,,,,,,,,,,,,,,,,
32773,4039639,3,4922,3176,,,,,,,,,,,,,,,,,
32773,4039640,4,4922,3155,,,,,,,,,,,,,,,,,
32774,4039641,1,4922,3176,,,,,,,,,,,,,,,,,
32774,4039642,2,4922,3176,,,,,,,,,,,,,,,,,
32774,4039643,3,4922,3176,,,,,,,,,,,,,,,,,
32774,4039644,4,4922,3157,,,,,,,,,,,,,,,,,
32775,4039645,1,4210,3802,,,,,,,,,,,,,,,,,
32776,4039646,1,4698,2743,,,,,,,,,,,,,,,,,
32776,4039647,2,3659,4212,,,,,,,,,,,,,,,,,
32777,4039648,1,4944,3164,,,,,,,,,,,,,,,,,
32777,4039649,2,4944,3164,,,,,,,,,,,,,,,,,
32777,4039650,3,4933,3164,,,,,,,,,,,,,,,,,
32777,4039651,4,4944,3164,,,,,,,,,,,,,,,,,
32778,4039652,1,4937,3174,,,,,,,,,,,,,,,,,
32778,4039653,2,4901,3174,,,,,,,,,,,,,,,,,
32778,4039654,3,4895,3174,,,,,,,,,,,,,,,,,
32778,4039655,4,4916,3153,,,,,,,,,,,,,,,,,
32779,4039656,1,6531,3940,,,,,,,,,,,,,,,,,
32780,4039657,1,5446,3526,,,,,,,,,,,,,,,,,
32780,4039658,2,4243,5416,,,,,,,,,,,,,,,,,
32780,4039659,3,5413,3495,,,,,,,,,,,,,,,,,
32781,4039660,1,4224,3818,,,,,,,,,,,,,,,,,
32782,4039661,1,4213,3808,,,,,,,,,,,,,,,,,
32783,4039662,1,3583,4204,,,,,,,,,,,,,,,,,
32784,4039663,1,5374,3880,,,,,,,,,,,,,,,,,
32784,4039664,2,5338,3861,,,,,,,,,,,,,,,,,
32785,4039665,1,5363,3856,,,,,,,,,,,,,,,,,
32785,4039666,2,5353,3868,,,,,,,,,,,,,,,,,
32786,4039667,1,4906,3150,,,,,,,,,,,,,,,,,
32787,4039668,1,4945,3152,,,,,,,,,,,,,,,,,
32787,4039669,2,4937,3130,,,,,,,,,,,,,,,,,
32788,4039670,1,3605,2297,,,,,,,,,,,,,,,,,
32788,4039671,2,3595,2297,,,,,,,,,,,,,,,,,
32788,4039672,3,3594,2297,,,,,,,,,,,,,,,,,
32788,4039673,4,3584,2297,,,,,,,,,,,,,,,,,
32789,4037068,1,1500,943,,,,,,,,,,,,,,,,,
32789,4037069,2,1500,919,,,,,,,,,,,,,,,,,
32789,4037070,3,1500,940,,,,,,,,,,,,,,,,,
32789,4037071,4,1500,945,,,,,,,,,,,,,,,,,
32790,4037072,1,1500,1343,,,,,,,,,,,,,,,,,
32790,4037073,2,1500,1352,,,,,,,,,,,,,,,,,
32790,4037074,3,1500,1368,,,,,,,,,,,,,,,,,
32790,4037075,4,1500,1350,,,,,,,,,,,,,,,,,
32791,4037076,1,1500,896,,,,,,,,,,,,,,,,,
32792,4037077,1,1500,903,,,,,,,,,,,,,,,,,
32793,4037611,1,1500,1007,,,,,,,,,,,,,,,,,
32793,4037612,2,1500,997,,,,,,,,,,,,,,,,,
32794,4037613,1,1500,1136,,,,,,,,,,,,,,,,,
32794,4037614,2,1500,1132,,,,,,,,,,,,,,,,,
32794,4037615,3,1500,1130,,,,,,,,,,,,,,,,,
32794,4037616,4,1500,1127,,,,,,,,,,,,,,,,,
32794,4037617,5,1500,1136,,,,,,,,,,,,,,,,,
32795,4037618,1,1500,969,,,,,,,,,,,,,,,,,
32795,4037619,2,1179,1500,,,,,,,,,,,,,,,,,
32795,4037620,3,1500,965,,,,,,,,,,,,,,,,,
32796,4037621,1,1500,1078,,,,,,,,,,,,,,,,,
32796,4037622,2,1500,1125,,,,,,,,,,,,,,,,,
32796,4037623,3,1500,1096,,,,,,,,,,,,,,,,,
32797,4037624,1,1500,965,,,,,,,,,,,,,,,,,
32797,4037625,2,1182,1500,,,,,,,,,,,,,,,,,
32797,4037626,3,1500,963,,,,,,,,,,,,,,,,,
32798,4037627,1,1500,944,,,,,,,,,,,,,,,,,
32798,4037628,2,1500,951,,,,,,,,,,,,,,,,,
32798,4037629,3,1500,963,,,,,,,,,,,,,,,,,
32798,4037630,4,1500,943,,,,,,,,,,,,,,,,,
32799,4037631,1,1500,940,,,,,,,,,,,,,,,,,
32799,4037632,2,1500,947,,,,,,,,,,,,,,,,,
32799,4037633,3,1500,993,,,,,,,,,,,,,,,,,
32799,4037634,4,1500,946,,,,,,,,,,,,,,,,,
32800,4037635,1,1500,938,,,,,,,,,,,,,,,,,
32800,4037636,2,1500,944,,,,,,,,,,,,,,,,,
32800,4037637,3,1500,938,,,,,,,,,,,,,,,,,
32800,4037638,4,1500,937,,,,,,,,,,,,,,,,,
32801,4037639,1,1500,873,,,,,,,,,,,,,,,,,
32801,4037640,2,1500,875,,,,,,,,,,,,,,,,,
32802,4037641,1,1500,952,,,,,,,,,,,,,,,,,
32803,4037642,1,1500,954,,,,,,,,,,,,,,,,,
32803,4037643,2,1500,955,,,,,,,,,,,,,,,,,
32804,4037644,1,1500,898,,,,,,,,,,,,,,,,,
32805,4037646,1,1500,1047,,,,,,,,,,,,,,,,,
32806,4037647,1,1500,895,,,,,,,,,,,,,,,,,
32807,4037648,1,1500,954,,,,,,,,,,,,,,,,,
32807,4037649,2,1500,954,,,,,,,,,,,,,,,,,
32808,4037650,1,1500,947,,,,,,,,,,,,,,,,,
32809,4037651,1,1500,944,,,,,,,,,,,,,,,,,
32810,4037652,1,1500,972,,,,,,,,,,,,,,,,,
32810,4037653,2,1500,972,,,,,,,,,,,,,,,,,
32810,4037654,3,1500,960,,,,,,,,,,,,,,,,,
32810,4037655,4,1500,980,,,,,,,,,,,,,,,,,
32811,4037656,1,1500,850,,,,,,,,,,,,,,,,,
32812,4037657,1,1500,879,,,,,,,,,,,,,,,,,
32812,4037658,2,1500,881,,,,,,,,,,,,,,,,,
32813,4037659,1,1500,966,,,,,,,,,,,,,,,,,
32813,4037660,2,1180,1500,,,,,,,,,,,,,,,,,
32813,4037661,3,1500,958,,,,,,,,,,,,,,,,,
32814,4037662,1,1500,953,,,,,,,,,,,,,,,,,
32814,4037663,2,1195,1500,,,,,,,,,,,,,,,,,
32814,4037664,3,1474,1500,,,,,,,,,,,,,,,,,
32814,4037665,4,1500,1078,,,,,,,,,,,,,,,,,
32814,4037666,5,1500,948,,,,,,,,,,,,,,,,,
32815,4037667,1,1500,951,,,,,,,,,,,,,,,,,
32815,4037668,2,1197,1500,,,,,,,,,,,,,,,,,
32815,4037669,3,1500,954,,,,,,,,,,,,,,,,,
32816,4037670,1,1500,1039,,,,,,,,,,,,,,,,,
32816,4037671,2,1500,1016,,,,,,,,,,,,,,,,,
32816,4037672,3,1500,1038,,,,,,,,,,,,,,,,,
32816,4037673,4,1500,1044,,,,,,,,,,,,,,,,,
32816,4037674,5,1500,1044,,,,,,,,,,,,,,,,,
32816,4037675,6,1500,1039,,,,,,,,,,,,,,,,,
32816,4037676,7,1500,1033,,,,,,,,,,,,,,,,,
32816,4037677,8,1500,1018,,,,,,,,,,,,,,,,,
32816,4037678,9,1500,1036,,,,,,,,,,,,,,,,,
32816,4037679,10,1500,1013,,,,,,,,,,,,,,,,,
32816,4037680,11,1500,1044,,,,,,,,,,,,,,,,,
32816,4037681,12,1500,1029,,,,,,,,,,,,,,,,,
32816,4037682,13,1500,1036,,,,,,,,,,,,,,,,,
32817,4037683,1,1500,797,,,,,,,,,,,,,,,,,
32818,4037684,1,1500,949,,,,,,,,,,,,,,,,,
32819,4037685,1,1500,1077,,,,,,,,,,,,,,,,,
32819,4037686,2,1500,1101,,,,,,,,,,,,,,,,,
32819,4037687,3,1500,1094,,,,,,,,,,,,,,,,,
32820,4037688,1,1500,1053,,,,,,,,,,,,,,,,,
32820,4037689,2,1500,1071,,,,,,,,,,,,,,,,,
32820,4037690,3,1500,1070,,,,,,,,,,,,,,,,,
32820,4037691,4,1500,1061,,,,,,,,,,,,,,,,,
32821,4037692,1,1500,953,,,,,,,,,,,,,,,,,
32822,4037693,1,1500,954,,,,,,,,,,,,,,,,,
32823,4037694,1,1500,952,,,,,,,,,,,,,,,,,
32824,4037695,1,1500,1086,,,,,,,,,,,,,,,,,
32824,4037696,2,1500,1116,,,,,,,,,,,,,,,,,
32824,4037697,3,1500,1103,,,,,,,,,,,,,,,,,
32825,4037698,1,1500,823,,,,,,,,,,,,,,,,,
32826,4037699,1,1500,945,,,,,,,,,,,,,,,,,
32826,4037700,2,1500,931,,,,,,,,,,,,,,,,,
32826,4037701,3,1500,920,,,,,,,,,,,,,,,,,
32826,4037702,4,1500,921,,,,,,,,,,,,,,,,,
32826,4037703,5,1500,928,,,,,,,,,,,,,,,,,
32826,4037704,6,1500,949,,,,,,,,,,,,,,,,,
32827,4037705,1,1500,949,,,,,,,,,,,,,,,,,
32827,4037706,2,1203,1500,,,,,,,,,,,,,,,,,
32827,4037707,3,1500,944,,,,,,,,,,,,,,,,,
32828,4037708,1,1500,934,,,,,,,,,,,,,,,,,
32829,4037709,1,1500,1163,,,,,,,,,,,,,,,,,
32829,4037710,2,1500,1313,,,,,,,,,,,,,,,,,
32829,4037711,3,1500,1313,,,,,,,,,,,,,,,,,
32829,4037712,4,1500,1313,,,,,,,,,,,,,,,,,
32829,4037713,5,1500,1313,,,,,,,,,,,,,,,,,
32829,4037714,6,1500,1155,,,,,,,,,,,,,,,,,
32829,4037715,7,1500,1164,,,,,,,,,,,,,,,,,
32830,4037716,1,1500,1033,,,,,,,,,,,,,,,,,
32831,4037717,1,1500,946,,,,,,,,,,,,,,,,,
32831,4037718,2,1500,949,,,,,,,,,,,,,,,,,
32831,4037719,3,1500,1488,,,,,,,,,,,,,,,,,
32831,4037720,4,1500,558,,,,,,,,,,,,,,,,,
32831,4037721,5,1500,972,,,,,,,,,,,,,,,,,
32832,4037722,1,1500,986,,,,,,,,,,,,,,,,,
32832,4037723,2,1500,992,,,,,,,,,,,,,,,,,
32832,4037724,3,1500,961,,,,,,,,,,,,,,,,,
32832,4037725,4,1500,954,,,,,,,,,,,,,,,,,
32833,4037726,1,1500,956,,,,,,,,,,,,,,,,,
32834,4037727,1,1500,936,,,,,,,,,,,,,,,,,
32834,4037728,2,1500,965,,,,,,,,,,,,,,,,,
32834,4037729,3,1500,991,,,,,,,,,,,,,,,,,
32835,4037730,1,1500,971,,,,,,,,,,,,,,,,,
32835,4037731,2,1500,1085,,,,,,,,,,,,,,,,,
32835,4037732,3,1500,1078,,,,,,,,,,,,,,,,,
32835,4037733,4,1490,1500,,,,,,,,,,,,,,,,,
32835,4037734,5,1177,1500,,,,,,,,,,,,,,,,,
32835,4037735,6,1500,973,,,,,,,,,,,,,,,,,
32836,4037736,1,1500,969,,,,,,,,,,,,,,,,,
32836,4037737,2,1180,1500,,,,,,,,,,,,,,,,,
32836,4037738,3,1500,969,,,,,,,,,,,,,,,,,
32837,4037739,1,1500,968,,,,,,,,,,,,,,,,,
32838,4037741,2,1500,1063,,,,,,,,,,,,,,,,,
32838,4037742,3,1500,1062,,,,,,,,,,,,,,,,,
32838,4037743,4,1500,1057,,,,,,,,,,,,,,,,,
32838,4037744,5,1500,1049,,,,,,,,,,,,,,,,,
32838,4037745,6,1500,1058,,,,,,,,,,,,,,,,,
32838,4037746,7,1500,1056,,,,,,,,,,,,,,,,,
32838,4037740,1,1500,1065,,,,,,,,,,,,,,,,,
32839,4037747,1,1500,968,,,,,,,,,,,,,,,,,
32839,4037748,2,1500,973,,,,,,,,,,,,,,,,,
32839,4037749,3,1500,968,,,,,,,,,,,,,,,,,
32839,4037750,4,1500,967,,,,,,,,,,,,,,,,,
32840,4037751,1,1500,1030,,,,,,,,,,,,,,,,,
32840,4037752,2,1500,1035,,,,,,,,,,,,,,,,,
32840,4037753,3,1500,1047,,,,,,,,,,,,,,,,,
32840,4037754,4,1500,1032,,,,,,,,,,,,,,,,,
32841,4037755,1,1202,1500,,,,,,,,,,,,,,,,,
32842,4037756,1,1500,827,,,,,,,,,,,,,,,,,
32843,4037757,1,1500,972,,,,,,,,,,,,,,,,,
32843,4037758,2,1500,974,,,,,,,,,,,,,,,,,
32843,4037759,3,1500,965,,,,,,,,,,,,,,,,,
32843,4037760,4,1500,969,,,,,,,,,,,,,,,,,
32844,4037761,1,1500,987,,,,,,,,,,,,,,,,,
32844,4037762,2,1500,990,,,,,,,,,,,,,,,,,
32844,4037763,3,1500,987,,,,,,,,,,,,,,,,,
32844,4037764,4,1500,987,,,,,,,,,,,,,,,,,
32844,4037765,5,1500,864,,,,,,,,,,,,,,,,,
32845,4037766,1,1500,1030,,,,,,,,,,,,,,,,,
32845,4037767,2,1500,1060,,,,,,,,,,,,,,,,,
32845,4037768,3,1500,1020,,,,,,,,,,,,,,,,,
32845,4037769,4,1500,1027,,,,,,,,,,,,,,,,,
32846,4037770,1,1500,1168,,,,,,,,,,,,,,,,,
32846,4037771,2,974,1500,,,,,,,,,,,,,,,,,
32846,4037772,3,1500,1197,,,,,,,,,,,,,,,,,
32847,4037773,1,1500,890,,,,,,,,,,,,,,,,,
32848,4037774,1,1500,972,,,,,,,,,,,,,,,,,
32848,4037775,2,1176,1500,,,,,,,,,,,,,,,,,
32848,4037776,3,1500,969,,,,,,,,,,,,,,,,,
32849,4037777,1,1500,1073,,,,,,,,,,,,,,,,,
32849,4037778,2,1500,1078,,,,,,,,,,,,,,,,,
32850,4037779,1,1500,1083,,,,,,,,,,,,,,,,,
32850,4037780,2,1500,1081,,,,,,,,,,,,,,,,,
32851,4037781,1,1500,1087,,,,,,,,,,,,,,,,,
32851,4037782,2,1500,1081,,,,,,,,,,,,,,,,,
32852,4037783,1,1500,959,,,,,,,,,,,,,,,,,
32852,4037784,2,1500,966,,,,,,,,,,,,,,,,,
32852,4037785,3,1500,983,,,,,,,,,,,,,,,,,
32852,4037786,4,1500,957,,,,,,,,,,,,,,,,,
32853,4037787,1,1500,1035,,,,,,,,,,,,,,,,,
32853,4037788,2,1500,1049,,,,,,,,,,,,,,,,,
32853,4037789,3,1500,1028,,,,,,,,,,,,,,,,,
32853,4037790,4,1500,1035,,,,,,,,,,,,,,,,,
32854,4037791,1,1500,953,,,,,,,,,,,,,,,,,
32855,4037792,1,1500,1166,,,,,,,,,,,,,,,,,
32855,4037793,2,974,1500,,,,,,,,,,,,,,,,,
32855,4037794,3,1500,1161,,,,,,,,,,,,,,,,,
32856,4037795,1,1500,1093,,,,,,,,,,,,,,,,,
32856,4037796,2,1500,1091,,,,,,,,,,,,,,,,,
32856,4037797,3,1500,1108,,,,,,,,,,,,,,,,,
32856,4037798,4,1500,1096,,,,,,,,,,,,,,,,,
32857,4037799,1,1500,1111,,,,,,,,,,,,,,,,,
32857,4037800,2,1500,1107,,,,,,,,,,,,,,,,,
32857,4037801,3,1500,1111,,,,,,,,,,,,,,,,,
32857,4037802,4,1500,1091,,,,,,,,,,,,,,,,,
32858,4037803,1,1500,1084,,,,,,,,,,,,,,,,,
32858,4037804,2,1500,1082,,,,,,,,,,,,,,,,,
32859,4037805,1,1500,1078,,,,,,,,,,,,,,,,,
32859,4037806,2,1500,1085,,,,,,,,,,,,,,,,,
32860,4037807,1,1500,1040,,,,,,,,,,,,,,,,,
32860,4037808,2,1500,993,,,,,,,,,,,,,,,,,
32860,4037809,3,1500,966,,,,,,,,,,,,,,,,,
32860,4037810,4,1500,989,,,,,,,,,,,,,,,,,
32861,4037811,1,1500,951,,,,,,,,,,,,,,,,,
32861,4037812,2,1500,979,,,,,,,,,,,,,,,,,
32861,4037813,3,1500,997,,,,,,,,,,,,,,,,,
32861,4037814,4,1500,970,,,,,,,,,,,,,,,,,
32862,4037815,1,1500,962,,,,,,,,,,,,,,,,,
32862,4037816,2,1500,977,,,,,,,,,,,,,,,,,
32862,4037817,3,1500,977,,,,,,,,,,,,,,,,,
32862,4037818,4,1500,977,,,,,,,,,,,,,,,,,
32863,4037819,1,1500,962,,,,,,,,,,,,,,,,,
32863,4037820,2,1500,969,,,,,,,,,,,,,,,,,
32863,4037821,3,1500,977,,,,,,,,,,,,,,,,,
32863,4037822,4,1500,973,,,,,,,,,,,,,,,,,
32864,4037823,1,1500,1164,,,,,,,,,,,,,,,,,
32864,4037824,2,974,1500,,,,,,,,,,,,,,,,,
32864,4037825,3,1500,1160,,,,,,,,,,,,,,,,,
32865,4037826,1,1500,933,,,,,,,,,,,,,,,,,
32866,4037827,1,1500,953,,,,,,,,,,,,,,,,,
32867,4037828,1,1500,1084,,,,,,,,,,,,,,,,,
32867,4037829,2,1500,1084,,,,,,,,,,,,,,,,,
32868,4037830,1,1500,1084,,,,,,,,,,,,,,,,,
32868,4037831,2,1500,1089,,,,,,,,,,,,,,,,,
32869,4037832,1,1500,1078,,,,,,,,,,,,,,,,,
32869,4037833,2,1500,1095,,,,,,,,,,,,,,,,,
32869,4037834,3,1500,1127,,,,,,,,,,,,,,,,,
32869,4037835,4,1500,1109,,,,,,,,,,,,,,,,,
32870,4037836,1,1500,1097,,,,,,,,,,,,,,,,,
32870,4037837,2,1500,1113,,,,,,,,,,,,,,,,,
32870,4037838,3,1500,1127,,,,,,,,,,,,,,,,,
32870,4037839,4,1500,1099,,,,,,,,,,,,,,,,,
32871,4037840,1,1500,1081,,,,,,,,,,,,,,,,,
32872,4037841,1,1500,964,,,,,,,,,,,,,,,,,
32873,4037842,1,1500,999,,,,,,,,,,,,,,,,,
32873,4037843,2,1500,1024,,,,,,,,,,,,,,,,,
32873,4037844,3,1500,1022,,,,,,,,,,,,,,,,,
32873,4037845,4,1500,1004,,,,,,,,,,,,,,,,,
32874,4037846,1,1500,1165,,,,,,,,,,,,,,,,,
32874,4037847,2,974,1500,,,,,,,,,,,,,,,,,
32874,4037848,3,1500,1168,,,,,,,,,,,,,,,,,
32875,4037850,1,1500,1091,,,,,,,,,,,,,,,,,
32875,4037851,2,1500,1084,,,,,,,,,,,,,,,,,
32875,4037852,3,1500,1088,,,,,,,,,,,,,,,,,
32875,4037853,4,1500,1094,,,,,,,,,,,,,,,,,
32876,4037854,1,1500,1090,,,,,,,,,,,,,,,,,
32876,4037855,2,1500,1115,,,,,,,,,,,,,,,,,
32876,4037856,3,1500,1110,,,,,,,,,,,,,,,,,
32876,4037857,4,1500,1093,,,,,,,,,,,,,,,,,
32876,4037858,1,1500,1082,,,,,,,,,,,,,,,,,
32876,4037859,2,1500,1080,,,,,,,,,,,,,,,,,
32876,4037860,3,1500,1098,,,,,,,,,,,,,,,,,
32876,4037861,4,1500,1096,,,,,,,,,,,,,,,,,
32877,4037862,1,1500,1081,,,,,,,,,,,,,,,,,
32877,4037863,2,1500,1081,,,,,,,,,,,,,,,,,
32877,4037864,3,1500,1073,,,,,,,,,,,,,,,,,
32877,4037865,4,1500,1083,,,,,,,,,,,,,,,,,
32878,4037866,1,1500,1080,,,,,,,,,,,,,,,,,
32878,4037867,2,1500,1087,,,,,,,,,,,,,,,,,
32879,4037868,1,1500,1084,,,,,,,,,,,,,,,,,
32879,4037869,2,1500,1084,,,,,,,,,,,,,,,,,
32880,4037870,1,1500,968,,,,,,,,,,,,,,,,,
32880,4037871,2,1500,970,,,,,,,,,,,,,,,,,
32880,4037872,3,1500,976,,,,,,,,,,,,,,,,,
32880,4037873,4,1500,969,,,,,,,,,,,,,,,,,
32881,4037874,1,1500,953,,,,,,,,,,,,,,,,,
32881,4037875,2,4905,3115,,,,,,,,,,,,,,,,,
32881,4037876,3,1500,957,,,,,,,,,,,,,,,,,
32881,4037877,4,1500,962,,,,,,,,,,,,,,,,,
32882,4037878,1,1500,971,,,,,,,,,,,,,,,,,
32883,4037879,1,1500,895,,,,,,,,,,,,,,,,,
32884,4037880,1,1500,959,,,,,,,,,,,,,,,,,
32885,4037881,1,1500,962,,,,,,,,,,,,,,,,,
32885,4037882,2,1500,1085,,,,,,,,,,,,,,,,,
32886,4037883,1,1500,1086,,,,,,,,,,,,,,,,,
32886,4037884,2,1500,1084,,,,,,,,,,,,,,,,,
32887,4037885,1,1500,1082,,,,,,,,,,,,,,,,,
32887,4037886,2,1500,1082,,,,,,,,,,,,,,,,,
32888,4037887,1,1500,1085,,,,,,,,,,,,,,,,,
32888,4037888,2,1500,1087,,,,,,,,,,,,,,,,,
32889,4037889,1,1500,1087,,,,,,,,,,,,,,,,,
32889,4037890,2,1500,1089,,,,,,,,,,,,,,,,,
32890,4037891,1,1500,953,,,,,,,,,,,,,,,,,
32891,4037892,1,1500,935,,,,,,,,,,,,,,,,,
32891,4037893,2,1500,939,,,,,,,,,,,,,,,,,
32891,4037894,3,1500,933,,,,,,,,,,,,,,,,,
32891,4037895,4,1500,940,,,,,,,,,,,,,,,,,
32892,4037896,1,1500,1163,,,,,,,,,,,,,,,,,
32892,4037897,2,1500,1172,,,,,,,,,,,,,,,,,
32893,4037898,1,1500,1099,,,,,,,,,,,,,,,,,
32893,4037899,2,1500,1102,,,,,,,,,,,,,,,,,
32893,4037900,3,1500,1124,,,,,,,,,,,,,,,,,
32893,4037901,4,1500,1105,,,,,,,,,,,,,,,,,
32893,4037902,5,1500,1100,,,,,,,,,,,,,,,,,
32893,4037903,6,1500,1112,,,,,,,,,,,,,,,,,
32893,4037904,7,1500,1109,,,,,,,,,,,,,,,,,
32893,4037905,8,1500,1107,,,,,,,,,,,,,,,,,
32894,4037906,1,1023,1500,,,,,,,,,,,,,,,,,
32895,4037907,1,1500,1167,,,,,,,,,,,,,,,,,
32895,4037908,2,1500,1068,,,,,,,,,,,,,,,,,
32895,4037909,3,1500,867,,,,,,,,,,,,,,,,,
32895,4037910,4,974,1500,,,,,,,,,,,,,,,,,
32895,4037911,5,1500,1170,,,,,,,,,,,,,,,,,
32896,4037912,1,1500,917,,,,,,,,,,,,,,,,,
32897,4037913,1,1500,966,,,,,,,,,,,,,,,,,
32897,4037914,2,1500,969,,,,,,,,,,,,,,,,,
32897,4037915,3,1500,990,,,,,,,,,,,,,,,,,
32897,4037916,4,1500,975,,,,,,,,,,,,,,,,,
32898,4037917,1,1500,948,,,,,,,,,,,,,,,,,
32899,4037918,1,1500,965,,,,,,,,,,,,,,,,,
32899,4037919,2,1500,965,,,,,,,,,,,,,,,,,
32899,4037920,3,1500,978,,,,,,,,,,,,,,,,,
32899,4037921,4,1500,962,,,,,,,,,,,,,,,,,
32900,4040164,1,5920,3023,,,,,,,,,,,,,,,,,
32901,4040165,1,6465,3894,,,,,,,,,,,,,,,,,
32902,4040167,1,4843,3111,,,,,,,,,,,,,,,,,
32902,4040168,2,4852,3111,,,,,,,,,,,,,,,,,
32902,4040169,3,4843,3111,,,,,,,,,,,,,,,,,
32902,4040170,4,4852,3111,,,,,,,,,,,,,,,,,
32903,4040171,1,4852,3111,,,,,,,,,,,,,,,,,
32903,4040172,2,4879,3137,,,,,,,,,,,,,,,,,
32903,4040173,3,4854,3111,,,,,,,,,,,,,,,,,
32903,4040174,4,4864,3111,,,,,,,,,,,,,,,,,
32904,4040175,1,4863,3116,,,,,,,,,,,,,,,,,
